"","ListenerID","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","inUS","english","age","gender","Q2_8_TEXT","race","Q3_7_TEXT","ethnicity","Q1.2","Headphones","Q2.2","Practice1_4","Practice1_5","Practice1_6","Practice2_15","Practice2_16","Practice2_17","Q5"
"1","L1","2022-01-25 13:08:09","2022-01-25 13:12:58","100","289","True","2022-01-25 13:12:58","R_3JFqaz1c0gXF3iW","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","Biracial or Multiracial","","Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","99","100","100","Yes, I am ready to begin."
"2","L2","2022-01-25 13:13:20","2022-01-25 13:19:40","100","380","True","2022-01-25 13:19:40","R_2CEaC52jirGhFwv","anonymous","EN","Yes","Yes, it is my native language",50,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","55","82","100","Yes, I am ready to begin."
"3","L3","2022-01-25 13:17:11","2022-01-25 13:22:34","100","323","True","2022-01-25 13:22:34","R_24plNGjITO7OWgQ","anonymous","EN","Yes","Yes, it is my native language",47,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","64","77","85","13","65","91","Yes, I am ready to begin."
"4","L4","2022-01-25 13:21:54","2022-01-25 13:27:00","100","305","True","2022-01-25 13:27:01","R_brAmVw0J2Ij1vyh","anonymous","EN","Yes","Yes, it is my native language",26,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","79","97","94","86","100","87","Yes, I am ready to begin."
"5","L5","2022-01-25 13:27:18","2022-01-25 13:31:49","100","271","True","2022-01-25 13:31:50","R_ZCWPNYYbZAtyQUh","anonymous","EN","Yes","Yes, it is my native language",19,"Man","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"6","L6","2022-01-25 13:16:32","2022-01-25 13:41:16","100","1484","True","2022-01-25 13:41:16","R_2uP9yEPgPjEv9NE","anonymous","EN","Yes","Yes, it is my native language",30,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","96","96","87","88","81","Yes, I am ready to begin."
"7","L7","2022-01-25 13:42:52","2022-01-25 13:46:48","100","235","True","2022-01-25 13:46:48","R_BEUjhsU25APstkl","anonymous","EN","Yes","Yes, it is my native language",30,"Man","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","82","91","85","84","78","95","Yes, I am ready to begin."
"8","L8","2022-01-25 13:43:08","2022-01-25 13:47:39","100","270","True","2022-01-25 13:47:39","R_2pWDoiogsyyAShq","anonymous","EN","Yes","Yes, it is my native language",30,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"9","L9","2022-01-25 13:51:02","2022-01-25 13:54:41","100","219","True","2022-01-25 13:54:41","R_2PAuoUUPAgZ7gt6","anonymous","EN","Yes","Yes, it is my native language",34,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"10","L10","2022-01-25 13:54:36","2022-01-25 14:01:42","100","425","True","2022-01-25 14:01:42","R_Q9TliWvMDHEoGI1","anonymous","EN","Yes","Yes, it is my second language",28,"Man","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","97","77","99","38","28","68","Yes, I am ready to begin."
"11","L11","2022-01-25 23:38:27","2022-01-25 23:43:24","100","297","True","2022-01-25 23:43:25","R_24aN4qEsjWPVs8F","anonymous","EN","Yes","Yes, it is my second language",22,"Woman","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","96","90","100","97","90","Yes, I am ready to begin."
"12","L12","2022-01-25 23:39:58","2022-01-25 23:43:38","100","220","True","2022-01-25 23:43:39","R_3KQ27EMO7epsXbT","anonymous","EN","Yes","Yes, it is my native language",24,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"13","L13","2022-01-25 23:42:05","2022-01-25 23:47:38","100","332","True","2022-01-25 23:47:38","R_3HThMlYDptn4Jf2","anonymous","EN","Yes","Yes, it is my native language",30,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"14","L14","2022-01-25 23:44:03","2022-01-25 23:51:40","100","457","True","2022-01-25 23:51:40","R_24io4AkpVzb0RiJ","anonymous","EN","Yes","Yes, it is my native language",23,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","","","100","99","97","99","96","99","Yes, I am ready to begin."
"15","L15","2022-01-25 23:49:11","2022-01-25 23:54:06","100","295","True","2022-01-25 23:54:06","R_25toNQa3hUJGllu","anonymous","EN","Yes","Yes, it is my native language",23,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","82","91","100","100","100","100","Yes, I am ready to begin."
"16","L16","2022-01-25 23:52:27","2022-01-25 23:59:08","100","401","True","2022-01-25 23:59:08","R_2qF6rMbUDLWYOEH","anonymous","EN","Yes","Yes, it is my native language",32,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"17","L17","2022-01-25 23:55:46","2022-01-25 23:59:48","100","241","True","2022-01-25 23:59:48","R_3Ld1TAz0MpZwqih","anonymous","EN","Yes","Yes, it is my native language",29,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","72","97","100","Yes, I am ready to begin."
"18","L18","2022-01-25 23:56:18","2022-01-26 00:01:18","100","299","True","2022-01-26 00:01:19","R_2dneP0rCeKMM1f3","anonymous","EN","Yes","Yes, it is my native language",19,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","76","100","100","Yes, I am ready to begin."
"19","L19","2022-01-26 00:01:15","2022-01-26 00:03:58","100","162","True","2022-01-26 00:03:58","R_sLROr9c5iHwQMb7","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"20","L20","2022-01-26 00:00:34","2022-01-26 00:04:48","100","253","True","2022-01-26 00:04:49","R_0Ie4aElHjGCmS3L","anonymous","EN","Yes","Yes, it is my native language",25,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","74","83","100","100","100","Yes, I am ready to begin."
"21","L21","2022-01-26 00:00:59","2022-01-26 00:04:51","100","232","True","2022-01-26 00:04:52","R_1i9vLQEV7sqyJj0","anonymous","EN","Yes","Yes, it is my native language",23,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"22","L22","2022-01-25 23:57:42","2022-01-26 00:04:55","100","433","True","2022-01-26 00:04:56","R_2SIZTSOXgl6ha8g","anonymous","EN","Yes","Yes, it is my native language",19,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","","","100","99","100","100","100","100","Yes, I am ready to begin."
"23","L23","2022-01-26 00:01:31","2022-01-26 00:06:02","100","270","True","2022-01-26 00:06:02","R_2zcCVgZg4w5y1g7","anonymous","EN","Yes","Yes, it is my native language",35,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","93","100","90","Yes, I am ready to begin."
"24","L24","2022-01-26 00:01:23","2022-01-26 00:06:14","100","290","True","2022-01-26 00:06:14","R_3De9ol03dAQtQlN","anonymous","EN","Yes","Yes, it is my native language",29,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","75","100","100","100","100","70","Yes, I am ready to begin."
"25","L25","2022-01-25 23:57:21","2022-01-26 00:09:44","100","743","True","2022-01-26 00:09:45","R_AGwjT9ubPSPFuY9","anonymous","EN","Yes","Yes, it is my native language",62,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"26","L26","2022-01-26 10:41:11","2022-01-26 10:44:36","100","205","True","2022-01-26 10:44:37","R_ApTc88nFWIOSTnj","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","Other","Hispanic","Hispanic/Latino","Yes, I can hear the audio.","","","94","95","93","95","97","95","Yes, I am ready to begin."
"27","L27","2022-01-26 10:42:05","2022-01-26 10:45:35","100","209","True","2022-01-26 10:45:35","R_beyo5CBNiHt92OB","anonymous","EN","Yes","Yes, it is my native language",18,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","83","100","100","Yes, I am ready to begin."
"28","L28","2022-01-26 10:40:22","2022-01-26 10:45:37","100","315","True","2022-01-26 10:45:38","R_24tRsfPSFinaB8b","anonymous","EN","Yes","Yes, it is my native language",40,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","97","94","95","Yes, I am ready to begin."
"29","L29","2022-01-26 10:41:32","2022-01-26 10:46:18","100","285","True","2022-01-26 10:46:18","R_0rppZaGVHpeVznr","anonymous","EN","Yes","Yes, it is my native language",54,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"30","L30","2022-01-26 10:42:58","2022-01-26 10:46:22","100","203","True","2022-01-26 10:46:22","R_AopHq06dHG9k1XP","anonymous","EN","Yes","Yes, it is my native language",19,"Man","","Other","","Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"31","L31","2022-01-26 10:43:48","2022-01-26 10:50:13","100","385","True","2022-01-26 10:50:13","R_PASBTcyqEWMZ9eh","anonymous","EN","Yes","Yes, it is my native language",26,"Woman","","Biracial or Multiracial","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"32","L32","2022-01-26 10:45:46","2022-01-26 10:50:25","100","279","True","2022-01-26 10:50:26","R_3oKQkYzpsD8eetb","anonymous","EN","Yes","Yes, it is my native language",50,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","85","100","88","Yes, I am ready to begin."
"33","L33","2022-01-26 10:54:14","2022-01-26 10:58:05","100","231","True","2022-01-26 10:58:05","R_3KZyuulaEsCAH0W","anonymous","EN","Yes","Yes, it is my native language",24,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"34","L34","2022-01-26 10:55:39","2022-01-26 11:00:10","100","270","True","2022-01-26 11:00:10","R_2sdxzDtfICTQkj3","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","77","87","81","74","80","84","Yes, I am ready to begin."
"35","L35","2022-01-26 10:52:31","2022-01-26 11:00:25","100","474","True","2022-01-26 11:00:25","R_1Lj23iuScs5WAFE","anonymous","EN","Yes","Yes, it is my native language",65,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"36","L36","2022-01-26 10:57:07","2022-01-26 11:00:58","100","230","True","2022-01-26 11:00:58","R_3g8cJZihCin1qER","anonymous","EN","Yes","Yes, it is my native language",22,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"37","L37","2022-01-26 10:56:17","2022-01-26 11:02:36","100","379","True","2022-01-26 11:02:37","R_2EbJwfbfUfL6IRQ","anonymous","EN","Yes","Yes, it is my native language",23,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"38","L38","2022-01-26 10:57:33","2022-01-26 11:03:09","100","335","True","2022-01-26 11:03:10","R_1MYEvA0AjG8cmsN","anonymous","EN","Yes","Yes, it is my native language",57,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","2","100","100","100","Yes, I am ready to begin."
"39","L39","2022-01-26 11:00:53","2022-01-26 11:05:19","100","266","True","2022-01-26 11:05:20","R_W68HCGH423fnpzX","anonymous","EN","Yes","Yes, it is my native language",21,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","79","88","100","86","89","95","Yes, I am ready to begin."
"40","L40","2022-01-26 11:01:44","2022-01-26 11:05:29","100","225","True","2022-01-26 11:05:30","R_27BVk8EzHAaNVqq","anonymous","EN","Yes","Yes, it is my native language",37,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"41","L41","2022-01-26 11:01:56","2022-01-26 11:05:34","100","217","True","2022-01-26 11:05:34","R_2YEYOLedej6Uwri","anonymous","EN","Yes","Yes, it is my native language",32,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","90","100","88","95","100","Yes, I am ready to begin."
"42","L42","2022-01-26 11:02:32","2022-01-26 11:05:35","100","183","True","2022-01-26 11:05:35","R_AgMFCUEXUVj1VkJ","anonymous","EN","Yes","Yes, it is my native language",33,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"43","L43","2022-01-26 11:02:23","2022-01-26 11:09:25","100","421","True","2022-01-26 11:09:25","R_3JdV7NV1YshuMcg","anonymous","EN","Yes","Yes, it is my native language",41,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"44","L44","2022-01-26 11:07:14","2022-01-26 11:10:57","100","223","True","2022-01-26 11:10:58","R_3fpISaEwcFSsu7R","anonymous","EN","Yes","Yes, it is my native language",27,"Woman","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"45","L45","2022-01-26 11:08:12","2022-01-26 11:11:53","100","221","True","2022-01-26 11:11:54","R_3dFHu6nQtNG5oh4","anonymous","EN","Yes","Yes, it is my native language",33,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"46","L46","2022-01-26 11:02:27","2022-01-26 11:12:01","100","574","True","2022-01-26 11:12:01","R_1DZ6s5znYluXNoy","anonymous","EN","Yes","Yes, it is my native language",72,"Man","","Native American or Alaska Native","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"47","L47","2022-01-26 11:07:18","2022-01-26 11:12:36","100","317","True","2022-01-26 11:12:37","R_1OTu5FPsEgimu7c","anonymous","EN","Yes","Yes, it is my native language",38,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","96","95","100","Yes, I am ready to begin."
"48","L48","2022-01-26 11:08:51","2022-01-26 11:12:57","100","246","True","2022-01-26 11:12:58","R_0VNkcYH5R7FkaD7","anonymous","EN","Yes","Yes, it is my native language",20,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"49","L49","2022-01-26 11:09:29","2022-01-26 11:13:34","100","244","True","2022-01-26 11:13:35","R_25Au7PZL9ID6mNq","anonymous","EN","Yes","Yes, it is my native language",37,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","96","100","100","100","Yes, I am ready to begin."
"50","L50","2022-01-26 11:10:33","2022-01-26 11:15:53","100","319","True","2022-01-26 11:15:53","R_1dbFfz6FvRv1e9Z","anonymous","EN","Yes","Yes, it is my native language",41,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"51","L51","2022-01-26 11:09:37","2022-01-26 11:16:29","100","411","True","2022-01-26 11:16:29","R_1OVrKjACdhCqrXM","anonymous","EN","Yes","Yes, it is my native language",26,"Woman","","Other","Hispanic","Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"52","L52","2022-01-26 11:10:22","2022-01-26 11:16:36","100","374","True","2022-01-26 11:16:37","R_3Hkn4ia0SZFJNkY","anonymous","EN","Yes","Yes, it is my native language",22,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","57","60","57","Yes, I am ready to begin."
"53","L53","2022-01-26 11:14:03","2022-01-26 11:19:08","100","304","True","2022-01-26 11:19:08","R_3Qpz1Gtbvgi77G1","anonymous","EN","Yes","Yes, it is my native language",23,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","69","100","100","84","100","85","Yes, I am ready to begin."
"54","L54","2022-01-26 11:13:20","2022-01-26 11:19:17","100","356","True","2022-01-26 11:19:17","R_3GEdVETi4Ghu6oN","anonymous","EN","Yes","Yes, it is my native language",32,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","80","90","100","75","75","69","Yes, I am ready to begin."
"55","L55","2022-01-26 11:15:46","2022-01-26 11:19:38","100","231","True","2022-01-26 11:19:39","R_1155hiP0WRxZ3aC","anonymous","EN","Yes","Yes, it is my native language",22,"Woman","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"56","L56","2022-01-26 11:16:30","2022-01-26 11:19:54","100","204","True","2022-01-26 11:19:55","R_1DoHy8Ky3zRlDLk","anonymous","EN","Yes","Yes, it is my native language",20,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"57","L57","2022-01-26 11:18:47","2022-01-26 11:22:11","100","204","True","2022-01-26 11:22:12","R_Oa1r846glIwEQJX","anonymous","EN","Yes","Yes, it is my native language",20,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"58","L58","2022-01-26 11:16:48","2022-01-26 11:22:19","100","330","True","2022-01-26 11:22:19","R_2af9hdhaaAaojee","anonymous","EN","Yes","Yes, it is my native language",44,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","89","97","90","26","51","78","Yes, I am ready to begin."
"59","L59","2022-01-26 11:17:59","2022-01-26 11:22:55","100","296","True","2022-01-26 11:22:56","R_1LjPUhVcViyC6FA","anonymous","EN","Yes","Yes, it is my native language",23,"Woman","","Biracial or Multiracial","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"60","L60","2022-01-26 11:19:46","2022-01-26 11:23:33","100","227","True","2022-01-26 11:23:34","R_3dYq9QX5Najn6V2","anonymous","EN","Yes","Yes, it is my native language",20,"Woman","","","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","62","93","100","87","100","Yes, I am ready to begin."
"61","L61","2022-01-26 11:21:09","2022-01-26 11:24:04","100","175","True","2022-01-26 11:24:05","R_Qc3McEgO3wttKxj","anonymous","EN","Yes","Yes, it is my native language",30,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","91","100","91","100","100","Yes, I am ready to begin."
"62","L62","2022-01-26 11:18:50","2022-01-26 11:25:06","100","375","True","2022-01-26 11:25:06","R_27pnGoEFcm2cGPc","anonymous","EN","Yes","Yes, it is my native language",19,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"63","L63","2022-01-26 11:21:04","2022-01-26 11:25:14","100","250","True","2022-01-26 11:25:15","R_pbjaujhzXbSXcR3","anonymous","EN","Yes","Yes, it is my second language",34,"Woman","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","84","95","100","100","Yes, I am ready to begin."
"64","L64","2022-01-26 11:21:22","2022-01-26 11:25:14","100","232","True","2022-01-26 11:25:15","R_1gjSZJEcK88QXGd","anonymous","EN","Yes","Yes, it is my native language",27,"Non-Binary","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"65","L65","2022-01-26 11:22:33","2022-01-26 11:26:25","100","232","True","2022-01-26 11:26:26","R_Td4av0iUSQfaTkt","anonymous","EN","Yes","Yes, it is my native language",31,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","77","74","80","Yes, I am ready to begin."
"66","L66","2022-01-26 11:22:54","2022-01-26 11:27:29","100","275","True","2022-01-26 11:27:29","R_2QmtPU7erWtTo4q","anonymous","EN","Yes","Yes, it is my native language",59,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"67","L67","2022-01-26 11:23:41","2022-01-26 11:27:49","100","247","True","2022-01-26 11:27:49","R_22XHCJpiIYZd6qg","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","35","100","100","Yes, I am ready to begin."
"68","L68","2022-01-26 11:23:45","2022-01-26 11:27:53","100","248","True","2022-01-26 11:27:53","R_3DcjjcMNoEaHDpI","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","77","90","86","Yes, I am ready to begin."
"69","L69","2022-01-26 11:25:21","2022-01-26 11:28:11","100","169","True","2022-01-26 11:28:11","R_DIfJxmLml1Xx6Dv","anonymous","EN","Yes","Yes, it is my native language",22,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","85","91","100","Yes, I am ready to begin."
"70","L70","2022-01-26 11:24:20","2022-01-26 11:28:53","100","272","True","2022-01-26 11:28:53","R_3MKfcLsDMYCtRIT","anonymous","EN","Yes","Yes, it is my native language",19,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","91","91","94","Yes, I am ready to begin."
"71","L71","2022-01-26 11:24:22","2022-01-26 11:29:33","100","311","True","2022-01-26 11:29:33","R_qEJT7XmNiwQMje1","anonymous","EN","Yes","Yes, it is my native language",27,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"72","L72","2022-01-26 11:26:19","2022-01-26 11:29:52","100","212","True","2022-01-26 11:29:52","R_2dyGEcPVMg4ng4J","anonymous","EN","Yes","Yes, it is my second language",28,"Woman","","White/Caucasian","","Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"73","L73","2022-01-26 11:25:34","2022-01-26 11:29:57","100","263","True","2022-01-26 11:29:58","R_1E7pAhrZs3J90RV","anonymous","EN","Yes","Yes, it is my native language",30,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"74","L74","2022-01-26 11:26:19","2022-01-26 11:29:58","100","218","True","2022-01-26 11:29:59","R_1jOGrSyI9n2DeIj","anonymous","EN","Yes","Yes, it is my native language",20,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"75","L75","2022-01-26 11:26:45","2022-01-26 11:31:17","100","271","True","2022-01-26 11:31:17","R_3h6mF57rknbS8Ol","anonymous","EN","Yes","Yes, it is my native language",58,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","95","100","100","Yes, I am ready to begin."
"76","L76","2022-01-26 11:26:52","2022-01-26 11:32:05","100","312","True","2022-01-26 11:32:05","R_3O2fXrDtY4THNdg","anonymous","EN","Yes","Yes, it is my second language",41,"Man","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","62","78","41","Yes, I am ready to begin."
"77","L77","2022-01-26 11:28:00","2022-01-26 11:32:09","100","248","True","2022-01-26 11:32:09","R_3qfmDHj9B9duqxr","anonymous","EN","Yes","Yes, it is my native language",55,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","98","99","98","99","99","98","Yes, I am ready to begin."
"78","L78","2022-01-26 11:25:49","2022-01-26 11:32:15","100","386","True","2022-01-26 11:32:16","R_1CHZNl8AbJyFB8i","anonymous","EN","Yes","Yes, it is my native language",30,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"79","L79","2022-01-26 11:28:20","2022-01-26 11:32:32","100","252","True","2022-01-26 11:32:33","R_1Nq1Fmu87qqIDPq","anonymous","EN","Yes","Yes, it is my native language",28,"Woman","","Biracial or Multiracial","","Hispanic/Latino","Yes, I can hear the audio.","","","84","100","100","86","96","99","Yes, I am ready to begin."
"80","L80","2022-01-26 11:27:15","2022-01-26 11:32:43","100","327","True","2022-01-26 11:32:43","R_3RmSI7tfwqkOGIk","anonymous","EN","Yes","Yes, it is my native language",24,"Woman","","Black/African American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
"81","L81","2022-01-26 11:29:41","2022-01-26 11:32:48","100","187","True","2022-01-26 11:32:49","R_1QfS3wAPDd6yukR","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","86","95","100","Yes, I am ready to begin."
"82","L82","2022-01-26 11:27:27","2022-01-26 11:32:57","100","330","True","2022-01-26 11:32:58","R_wLj7vEnfGRIR1gl","anonymous","EN","Yes","Yes, it is my native language",53,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","76","88","100","Yes, I am ready to begin."
"83","L83","2022-01-26 11:29:28","2022-01-26 11:33:23","100","234","True","2022-01-26 11:33:24","R_2YsTmRKwNZbEBRA","anonymous","EN","Yes","Yes, it is my native language",18,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","83","100","100","Yes, I am ready to begin."
"84","L84","2022-01-26 11:29:02","2022-01-26 11:33:32","100","269","True","2022-01-26 11:33:32","R_3r1Uf4DF3gEn8pm","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","74","86","94","Yes, I am ready to begin."
"85","L85","2022-01-26 11:28:52","2022-01-26 11:33:32","100","280","True","2022-01-26 11:33:33","R_AzWKfrFwoj0lqJH","anonymous","EN","Yes","Yes, it is my native language",38,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","78","100","100","Yes, I am ready to begin."
"86","L86","2022-01-26 11:29:34","2022-01-26 11:33:42","100","247","True","2022-01-26 11:33:42","R_UXhH95sIGASg329","anonymous","EN","Yes","Yes, it is my native language",34,"Woman","","Asian American","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","70","100","100","Yes, I am ready to begin."
"87","L87","2022-01-26 11:30:28","2022-01-26 11:34:26","100","238","True","2022-01-26 11:34:26","R_2SqmFaUjKzFljvv","anonymous","EN","Yes","Yes, it is my native language",58,"Woman","","White/Caucasian","","Not Hispanic/Latino","Yes, I can hear the audio.","","","100","100","100","100","100","100","Yes, I am ready to begin."
